,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,acquired
RL,,-0.004940872,-0.00952381,-0.001232742,-0.006171316,0.028398742,0.004830529,-0.016505088,0.015397149,-0.0353819,0.019629044,-0.002610327,0.025108367,0.032391894,0.002163833,-0.00532079,-0.013179316,0.000235682,0.008246937,-0.006076186,-0.001489145,-0.011381476,0.004049226,0.000790764,0.012563211,-0.007569255,0.018713634,0.01698055,-0.005009107,-0.002669718,0.010095602,-0.00030287,-0.017420283,0.011254143,0.006860279,-0.003861004,-0.014211886,0.016806723,-0.004549246,-0.02338335,-0.033614101,0.003873779,0.010370609,-0.011218969,-0.048201497,-0.036608049,0.015182097,-0.008039419,-0.019520697,-0.005243978,0.018316655,-0.010353602,-0.031474421,0,-0.01116807,-0.018792816,-0.009057458,0.000952109,0.020165509,0.042051282,-0.006979241,-0.013606055,0.012880241,0.02507215,0.001759634,-0.010451432,-0.000443774,-0.004350915,0.001516097,0.009617097,-0.006438525,0.020062139,0.024976068,-0.007131941,-0.027877544,0.014778325,-0.019590846,0.004332449,0.000616251,-0.029825796,0.001995103,0.004525296,0.003153437,-0.006736124,-0.009313681,0.014147499,0.012240122,0.000889126,0.023363241,-0.038194444,-0.012725632,0.008044611,-0.026027025,0.013873371,0.007714207,0.004738905,-0.00154195,0.01081032,-0.037206794,-0.027069915,-0.053823275,0.002636382,-0.031856796,-0.000417842,-0.005120702,0.019012605,-0.033914029,-0.019099445,0.016099206,-0.059522535,-0.031644849,0.021981897,0.002415459,-0.003786575,0.002879521,0.00953256,-0.045392491,-0.003336909,0.021403802,0.027159916,0.002849328,0.003977725,-0.015847861,0.03289625,0.049665924,0.003394865,0.024000846,0.019101704,0.016818642,0.002192108,0.016703122,0.008703305,-0.03974794,-0.005148915,-0.027298559,-0.030046948,-0.002581478,-0.00140192,0.015334773,-0.009466071,0.011918823,0.013051783,-0.041164764,-0.022503823,0.027827447,-0.005654018,0.001202843,-0.017256444,0.003334074,-0.002879929,0.041101977,-0.013551003,0.008328826,0.011800043,0.008057676,-0.00115692,0.015794461,0.022079403,-0.014908722,-0.000102955,0.017195222,-0.010831056,-0.016577978,0.005202914,-0.005590062,0.020091609,0.010715379,0.03049273,-0.011561826,0.146609833,-0.01642604,0.002109519,-0.023243575,-0.00628592,0.006596783,0.010952509,0
CRM,,0.003996194,0.009666414,0.00538139,0.005228107,0.00272429,0.012225996,-0.002562069,0.021038469,-0.032644504,-0.003839009,-0.009199403,-0.02685069,0.000386797,0.020556773,0.017743259,-0.004156843,0.013145598,-0.025212151,0.000252334,-0.000567608,-0.009465514,0.020832006,0.003057913,-0.000124432,-0.003857881,-0.008745081,-0.021110341,0.00418437,0.017757549,0.015558075,-0.010357874,0.022123339,0.017597645,-0.003615329,-6.05E-05,-0.019352888,-0.001973481,0.009330779,-0.005142647,-0.034461538,-0.000254939,-0.003506311,0.023223082,-0.04245342,0.032125367,-0.019042196,0.022055978,-0.024671883,0.009122081,-0.001282216,0.011939915,-0.024930221,0.005204606,0.00440101,-0.014820543,0.018117601,-0.027303096,-0.041674922,0.039352171,0.050593462,0.005491038,0.012303057,-0.052582625,-0.017278618,0.007525808,0.000396616,-0.008788159,0.001866542,0.001996141,0.023573942,0.019852083,-0.002290076,-0.027288957,-0.02110645,-0.002008839,0.011070853,0.006901586,0.015356225,0.000389459,0.009538022,-0.00649142,-0.011450382,0.007460245,0.015069828,0.016829846,-0.005160478,0.00993168,-0.015784529,0.007064214,-0.001643074,-0.007785796,0.006060606,-0.009194673,0.0224,-0.002503912,0.003890806,-0.023504407,0.004801229,-0.015672783,-0.023883495,-0.033883695,-0.019766644,-0.000140036,-0.008123249,0.015391132,-0.003128911,-0.018483644,0.022455941,-0.028912983,0.017248783,0.01238303,-0.001528946,0.013015939,0.012642572,0.005835256,0.022463573,0.023553474,-0.010119892,-0.011330338,0.027003886,0.000897839,-0.021400654,-0.001767826,0.008592418,-0.017558692,-0.010127755,0.000735589,0.029669228,0.004283211,-0.011437803,0.000196104,-0.001241749,-0.000327182,0.005433004,0.010416667,-0.003543814,-0.016812156,0.006182177,-0.004248644,-0.026782198,0.001214083,-0.005052546,-0.023495159,0.019276106,0.007006803,0.005201648,-0.019422043,0.007813035,-0.004352261,0.020217198,0,0.022561425,-0.037776614,-0.005443288,-0.014230006,0.003192449,-0.015358008,0.019672592,0.020602219,0.01600054,0.028573327,0.00193811,0.020568702,-0.011309073,0.0207681,-0.01339677,0.003489848,0.004932027,0.003586485,0.010094044,0.004158649,0.006675732,-0.001596463,0.002767528,0.000981294,0
SLB,,0.012119772,0.013148626,-0.001390498,-0.016245068,0.022882755,-0.0025369,0.024046243,-0.001580492,-0.039574853,0,0.013656699,-0.008594657,0.022024367,-0.001146263,0.027312371,-0.006032172,-0.020229265,0.011699931,0.020408163,0.026,-0.012778861,-0.000658183,-0.005268935,0.007503862,0.016429354,0.020258621,0.001478665,-0.039021304,0.006365233,0.00087241,-0.035955546,-0.02124774,0,0.003002309,-0.017269169,-0.030693533,-0.006043026,0.003891051,-0.000968992,-0.015518914,-0.008128079,0,-0.017630991,-0.035389282,0.022012579,0.008461538,0.013475718,-0.021073758,0.002562788,0.009713701,-0.029367089,-0.022170057,-0.013070152,-0.013513514,-0.008767123,-0.02763958,-0.013928368,0.023061401,0.006762468,-0.022110271,0.003148254,0.015691869,-0.003651685,0.034395264,-0.030253475,0.03400787,-0.023375917,0.020317284,0.007364975,-0.011372868,0.047658176,0.016470588,-0.005915638,-0.001811125,0.011404873,0.002306509,0.016108412,-0.010568697,-0.003560529,0.0079122,0.002025829,0.008086935,0.007771371,0.010447761,0.008616445,-0.003905297,-0.008331291,-0.009883865,-0.03593711,0.003882992,-0.001805054,0.020149832,0.006583945,0.014591195,-0.009422266,0.001501877,-0.019995001,0.008671257,0.010619469,-0.036527396,-0.028304337,-0.038214858,-0.014726313,-0.020304569,0.013529073,-0.019312695,-0.007529684,0.010504815,-0.066127635,-0.021335807,0.033807267,0.042176039,-0.005865103,-0.00619469,0.000593648,-0.049836844,-0.013737121,-0.0107629,0.01184,0.020240354,0.005269684,-0.021893309,0.039722573,0.032747119,0.004110393,0.059356725,0.033949765,-0.00373732,-0.011254019,0.011653117,0.05304045,-0.029000254,-0.003667802,-0.007099658,-0.012182203,0.00080429,-0.047414948,-0.008998875,-0.019863791,-0.006079907,-0.004660647,-0.043020193,-0.028746177,0.009130982,-0.005304212,-0.00250941,-0.03427673,0.00618691,0.005501618,0.045381397,0.002770936,0.007368744,-0.026211521,-0.001877934,0.013170273,0.039616218,0.036618041,0.014646755,-0.006227003,-0.000569638,-0.00199487,-0.006567676,-0.048577177,-0.012386707,0.053533191,0.052264808,0.013245033,-0.031590414,0.014623172,0.007206208,0.001926252,-0.005492996,-0.032587683,-0.009135027,0.018726592,0
SHAK,,0.007220217,0.001886437,0.031255884,-0.025926602,0.028865979,-0.014938969,0.000554836,0.020887246,-0.015752309,-0.012693157,0.024222098,0.020010915,0.019796683,0.034452606,-0.016568047,0.010486505,-0.005444029,0.017447828,0.010928043,-0.018127391,-0.021341463,0.014884043,0.018417462,0.015740121,-0.013353116,-0.006015038,-0.022524794,0.028718831,-0.003844868,0.013760698,0.008773382,-0.001476862,0.018405916,-0.001452316,-0.00937298,-0.004893964,0.031311475,-0.043077412,-0.014451827,-0.035226698,0.029350105,0.019178547,0.005661948,-0.006458023,0.0005,0.013160087,0.001150937,-0.018393825,-0.008030785,0.0026986,-0.00824222,0.00050882,0.002881844,0.000338066,-0.005745184,0.020054385,0.02215928,-0.027709861,0.022464376,0.001967536,0.011291114,0.030420712,0.023869347,0.011349693,0.007127692,0.024544496,-0.014697237,0.00701074,-0.018515775,-0.001509206,0.017533253,-0.008467023,-0.000449438,0.001199041,0.004640719,0.042467591,0.032018296,-0.051246537,0.021605839,0.030580166,0.02010538,-0.025417969,0.021617852,-0.001774744,0.028856674,0.003323142,-0.006226815,-0.021063858,0.006400654,0.000405954,0.003246314,0.000539302,-0.003099313,0.011895107,-0.003072402,-0.006565724,0.008362557,0.017924024,-0.01892247,0.005223681,0.003331113,-0.026029216,0.18243796,-0.017066421,0.039652745,0.001241255,0.014425786,0.017775803,-0.023578212,0.070877585,0.013571354,-0.011535689,0.003646973,0.000519103,0.027186884,-0.011516315,0.016555953,-0.008846889,0.013490212,-0.00030024,-0.007308039,-0.019463493,0.075902499,-0.009846095,-0.004441012,-0.004460822,-0.055328268,0.019591668,0.019012945,-0.00813815,0.008405043,0.007243501,-0.0007881,0.019225081,0.008705746,-0.013329498,-0.022451161,-0.012129648,-0.018417874,-0.020609043,0.02638191,-0.045083639,-0.011749626,0.017833982,0.005203356,-0.01616311,-0.008912273,0.010617551,-0.001500858,-0.016319519,-0.012879284,0.000663423,-0.000662983,0.014816453,0.011222489,0.000861976,-0.047367854,-0.044750819,-0.008990891,0.011340575,-0.03411237,0.01979714,-0.004553625,-0.009510052,0.005955275,0.017397608,-0.20638879,-0.026485111,-0.03166308,-0.014920635,0.01176281,0.008122312,-0.023064771,0.00954075,0.003684126,0
SHW,,-0.012360102,0.005938018,0.008489923,0.005153678,0.000742408,-0.002503767,-0.002347363,0.01018031,-0.029771925,0.003969386,-0.004711286,0.014961941,0.010616607,-0.001182691,0.006082979,0.008861607,0.008028913,0.008396115,0.010914083,-0.006232887,-0.006025581,-6.76E-05,-0.001014176,-0.003902901,0.005073268,0.015097911,-0.016782472,0.021494209,-0.001193555,0.018920534,-0.005516463,-0.014413627,0.011898959,-0.011255392,0.007308484,-0.016115911,0.011553073,0.007157532,-0.007698888,-0.011980548,-0.005525974,-0.005736654,-0.004615802,-0.020526459,0.008169138,-0.008033885,0.005476655,0.005539143,-0.025638083,0.017455419,-0.001111317,-0.002016503,0.000348375,-0.008567051,-0.001381636,-0.004385142,-0.01205926,0.017546787,0.020102622,0.03302786,0.037330191,0.015903635,-0.005126799,-0.001442053,0.006371185,0.010846857,-0.011189746,-0.012435343,-0.006392167,0.000494868,0.014322581,-0.012657423,0.000579785,-0.005644261,-0.019554098,0.00105664,0.007784497,0.006567894,0.004530674,0.014609724,-0.008550281,-0.007186682,-0.001404525,-0.009953694,0.016741706,0.009737747,0.008813574,-0.013358094,-0.022864354,0.001838678,-0.002381525,-0.004402102,0.078400317,0.022234461,0.016303155,0.005890438,-0.00421628,0.009566001,-0.003844511,-0.000175425,-0.004834779,-0.029600172,0.007085756,0.028303967,0.020117351,-0.006783742,-0.007753579,0.019622671,-0.020138823,0.009587393,0.019011918,-0.003112679,-0.008402089,0.006984733,-0.007883865,-0.020821394,0.001677721,0.003758813,0.014164031,0.003807228,0.003945262,0.000816327,0.014207671,-0.000280547,0.000411584,-0.021898493,-0.002485517,0.01086769,0.021899886,0.004768531,-0.025908554,0.019014578,0.009897306,0.012784614,0.001382371,-0.016147782,0.001569279,0.003760369,0.006996731,-0.007422267,0.010270449,-0.009111244,-0.007066035,0.0040295,0.010401517,0.000801691,-0.006080687,0.017804154,0.005470971,-0.015553965,0.000618171,0.015517398,0.009572546,-0.006557493,0.000570878,-0.018632101,0.029941316,-0.005327312,0.018053807,0.001532968,0.005757223,0.00582803,0.007943467,-0.023727888,0.012790048,-0.014905804,-0.010665499,0.018286099,-0.01004798,0.02087943,-0.00333706,0.013513747,0.004257203,0.006290908,-0.001145842,0
SHOP,,0.010379759,0.01501457,0.013235366,-0.010805359,-0.001019516,-0.017884045,-0.003711218,0.018178206,-0.030487805,0.013584906,0.014494912,-0.020991339,0.016843263,0.015581224,-0.002807085,-0.022228693,0.018167378,-0.050555772,0.009756098,0.018255784,0.018577707,0.012453422,0.021743341,0.018199915,0.014895499,-0.01206256,0.007660167,0.016908546,0.016174339,-0.003789737,-0.016245972,-0.003821482,0.015116226,0.015790894,0.078568581,0.006693221,0.042339697,0.033223761,0.005643298,-0.025723109,0.010901079,-0.003403312,-0.006868237,-0.03106286,0.009410264,0.043492001,0.052430345,-0.016222438,-0.023071298,0.021033721,0.022689784,-0.026451613,0.015573227,0.023853544,-0.034521828,0.016026111,-0.007760332,-0.036013096,0.033962264,0.067591241,0.015520306,0.026896923,0.005507294,-6.52E-05,0.011183202,-0.010156703,-0.006123978,0.002425355,-0.005362106,0.074981099,0.003027338,-0.003536478,-0.045953801,-0.089119071,0.017567948,0.041275992,-0.002691388,0.015092454,0.023893921,0.004391589,0.001244694,0.023205406,0.00305296,-0.009224175,-0.012570139,-0.015809524,0.045158377,-0.0204617,0.024985034,0.017920816,-0.003472746,0.015878788,-0.014974347,-0.001968385,0.011439148,0.009599808,-0.050008914,-0.016921585,0.011390391,0.073958727,-0.026948651,-0.032511514,0.035097545,0.025971684,0.048343148,0.033928621,-0.008703879,0.006817004,-0.044498009,-0.004903628,0.021847495,0.008613481,0.036315397,0.039629837,-0.003309135,-0.014901941,0.03451339,0.027856349,-0.029951596,-0.007826748,-0.016134385,-0.003840266,0.006720325,0.016119434,-0.031320024,-0.05717365,-0.059748515,0.03045309,0.026243849,-0.051369767,-0.00112323,-0.026958246,-0.009032297,-0.002608562,-0.019015385,-0.017439307,-0.056789887,0.064744306,-0.004640814,-0.023791275,0.019529589,0.005005455,-0.009130962,0.049007604,0.005006604,-0.002689487,-0.046794557,0.009001768,0.033837821,0.014762536,0.045678187,0.00516991,-0.064840499,0.023791868,-0.051306815,0.017147038,-0.062677884,-0.008508792,0.088173925,-0.018216119,0.023562766,-0.038192842,0.021118648,-0.017391577,0.010173167,-0.027939134,-0.040303985,-0.001624365,-0.031421599,0.041609799,0.019083457,0.00738494,0.028635947,-0.005917725,-0.000224036,0
SNAP,,-0.008032129,0.017206478,0.12238806,-0.010638298,-0.019713262,-0.02833638,0.029162747,0.006398537,-0.025431426,-0.000931966,0.003731343,-0.011152416,0.014097744,0.021316033,0.030852995,-0.012323944,-0.005347594,0.010752688,0.04964539,0.036317568,0.006519967,-0.026720648,-0.009983361,0.005882353,-0.010025063,-0.01350211,0.005132592,-0.006808511,-0.011996572,0.039895924,-0.06088407,-0.041740675,0.011121409,0.028414299,-0.007130125,0.005385996,0.003571429,0.049822064,-0.002542373,-0.05097706,-0.03133393,0.014787431,-0.044626594,-0.036224976,0.037586548,0.01620591,0.071294559,0.006129597,-0.026109661,0.031277927,-0.019930676,-0.016799293,0.039568345,0.000865052,0.009507347,0.026541096,-0.008340284,-0.016820858,0.107784431,-0.000772201,0.068006182,0.003617945,-0.007209805,-0.016702977,0.015509601,0.026181818,-0.010630758,-0.029369628,0.096678967,-0.012786003,0.011588275,-0.018867925,0.013736264,-0.015582656,0.012388162,-0.008837525,-0.01920439,0.003496503,-0.017421603,0.046808511,0.031842818,-0.005909389,0.007265522,0.000655738,0.020314548,0.002569043,-0.007046765,-0.032258065,-0.004666667,-0.02545211,-0.036426117,0.009272468,0.048056537,0.187457856,0.004542873,0.011305822,-0.021799888,-0.032571429,-0.007678677,-0.007142857,0.020983213,-0.033470346,-0.010328068,-0.023327195,0.053425519,0.013126492,-0.010011779,0.011302796,-0.037647059,-0.022616137,-0.000625391,0.01126408,-0.004950495,0.003731343,-0.003717472,-0.032960199,0.036012862,-0.037243948,0.002578981,0.014790997,0.003168568,0.006317119,-0.008160703,0.00443038,0.047258979,-0.078820698,-0.018941868,0.01930759,0.030045722,0.014584654,-0.015,0.067893401,0.004159239,-0.001183432,0.009478673,0.004694836,-0.004672897,0.004107981,-0.006428989,-0.057647059,-0.013732834,-0.017721519,-0.046391753,-0.033783784,0.015384615,-0.003443526,-0.02211472,0.004240283,-0.009148487,0.005681818,-0.028248588,0.023982558,-0.029808375,0.008046818,-0.018867925,0.078402367,-0.039780521,-0.058571429,0.025796662,0.032544379,0.051575931,-0.002724796,0.015027322,0.01345895,0.007968127,0.011198946,-0.033876221,-0.028320971,-0.017349063,0.002118644,0.014094433,-0.000694927,0.006258693,-0.00691085,-0.029923452,0
SPOT,,-0.007037442,-0.012660841,-0.022649662,0.011908157,-0.019237545,0.017028309,0.016601907,0.000625434,-0.034655184,0.022302158,-0.032723434,-0.029829029,0.032170979,0.008427783,0.00907781,0.017778095,0.008909155,-0.024683632,0.006131033,0.008148516,-0.006606691,0.015777558,-0.012328481,0.022214386,-0.044153156,0.006207145,-0.012337709,0.014234875,-0.026709631,0.021115362,-0.022840262,-0.020645922,0.040882397,-0.00079566,-0.017156508,0.00537674,-0.027838828,0.026149209,0.006095322,-0.006861314,0.012127003,-0.020913514,0.022398576,-0.03960827,0.008988594,0.021335529,-0.007329766,-0.019714982,-0.009340163,0.005474453,-0.038944344,-0.043355103,0.025250864,-0.002326514,0.010533934,0.015437256,-0.015907844,-0.022057652,0.039084765,0.026565316,0.033664122,0.034487852,-0.006067961,-0.004524887,0.028138528,0.016491228,-0.00179496,0.033958088,-0.016655518,0.015577172,0.003148024,-0.009748281,0.011664756,-0.039189549,-0.014289678,0.008092892,0.020732984,-0.006360279,0.007846376,-0.003892645,0.00308515,-0.013806302,0.020444937,0.027981527,0.000660677,0.005546019,0.012934997,-0.01827964,-0.02218554,-0.01951516,-0.007506887,0.018388731,0.013491415,0.024203308,0.004135486,0.015754723,-0.009589394,0.008512574,-0.001675258,0.004324255,-0.01375233,-0.022610282,0.0096,0.002245114,0.038740282,-0.016808322,-0.025417715,0.011584034,-0.037102473,-0.0120965,0.016303226,0.015974008,-0.013257828,-0.015866586,-0.032999451,-0.020787513,-0.001449065,-0.028588013,-0.009037944,0.027737997,-0.010267693,-0.011411634,0.000299828,0.016710378,0.002800708,-0.014405409,-0.030574198,0.015384615,-0.026136364,0.016180475,-0.018831815,0.007099945,-0.008521847,-0.028051258,-0.029664764,0.007539354,-0.039552668,0.012157534,-0.017086787,-0.034079174,0.015680684,-0.012982456,0.012264486,0.008077261,0.013934855,-0.00481017,-0.006732263,-0.00729927,-0.015056022,0.026395308,-0.002770803,0.029695233,-0.017117801,0.010895676,-0.021217008,0.031821729,-0.008319328,0.001864249,0.005074854,0.015652613,0.161653824,-0.030028531,0.032796529,0.02741189,0.018156618,0.049210455,-0.02452157,-0.012568996,-0.002087823,-0.002159681,-0.008251606,-0.001636773,0.002664116,0.013489576,-0.008402796,0
BX,,0.004180352,0.01754386,0.006136762,0.013069997,0.016915138,-0.011559064,-0.006845408,0.012349225,-0.026382979,-0.005244755,0.010837727,-0.002897711,0.005812264,0.010401618,0.012296254,-0.021751412,0.005486572,-0.002871913,0.002592166,0.000574548,-0.010910135,0.008998549,0.003164557,0.018927445,0.000281452,0.007034328,0.003911707,0.074867798,0.010357328,0.018195797,0.005033979,0.005259204,0.00124564,0.00796218,-0.025919526,0.009883426,-0.007026349,0.012383119,-0.023714428,-0.006647916,0.006177606,0.010232796,0.008103317,-0.02537051,0.015206186,0.004823559,0.020717534,0.006188119,-0.00098401,0.029303127,-0.002392344,-0.013189448,-0.012150668,-0.018942189,-0.010280843,-0.005573854,-0.03566879,0.027741083,0.023136247,0.007035176,0.02245509,0.024158126,0.011436741,0.008244994,0.003971963,0.022806609,0.004323094,0.002265519,-0.019213382,0.032495967,0.000223214,0.005132783,-0.014209591,-0.00472973,-0.000226296,0.002942508,0.00248251,0.048626745,0.016316015,0.00295733,-0.005686605,-0.020122855,0.004539559,-0.001936733,-0.006683915,-0.001085305,-0.007822686,0.003723171,-0.012000873,0.008171378,-0.000438116,0.048433048,0.015886288,0.013168724,0.009748172,-0.00925181,-0.012383272,0.008633094,-0.022213165,-0.02417674,-0.004271679,-0.044830545,0.028744667,0.015062213,0.037204301,-0.013891769,-0.02312868,0.025613431,-0.037775446,-0.002835333,0.033027122,0.01291552,0.02090301,0.012694513,0.006874242,-0.019879518,0.00880967,0.009138911,-0.000402495,-0.002415945,0.004238143,-0.021101286,0.007801273,0.02016704,0.005790735,0.012110383,-0.026284818,0.015713135,0.036096787,0.02507657,-0.000560224,0,-0.012518685,0.000946074,-0.000189036,0.007751938,-0.009380863,0.000757576,-0.003974262,-0.045791374,-0.027479092,-0.033374283,-0.011650074,0.020574368,-0.01448971,-0.021947582,-0.006318083,0.018855514,0.00086077,0.012900452,-0.012948419,0.012688172,-0.005946061,0.021149327,0.012343096,0.014465799,0.000203707,0.049083503,0.010483401,0.01556196,-0.001324253,0.003030877,0.000377715,0.003586936,0.009405568,-0.009317928,-0.00696012,-0.014207236,-0.012298232,0.002529183,0.007374345,0.000963206,0.008852964,0.004006105,-0.002090063,0
TIF,,-0.004258413,0.007092938,-0.011185914,0.011417199,0.008181442,-0.003389831,0.000515358,0.030802514,0.031481111,-0.003972483,0.003210117,0.012508484,0.003543382,0.0072526,0.002463288,0.003780361,0.006496563,0.003741815,0.001863933,-0.008186047,-0.008441193,0.001513432,0.001511145,0.001320257,-0.002919571,0.012845943,-0.009792036,0.008852891,-0.013069455,0.019107075,-0.009188788,-0.018079625,0.027857279,-0.001299425,0.00204461,-0.013819329,0.014765353,0.015291937,-0.035965313,-0.015528832,0.017024142,-0.00775487,-0.000667175,-0.068383405,0.006756757,0.000203376,0.010980073,-0.034392599,-0.006561133,0.0258937,0.006642142,-0.031773424,-0.018137974,-0.026268019,-0.004057462,-0.008478309,-0.010438645,0.01189541,0.025950981,-0.000648579,-0.013628989,-0.007895603,0.018459158,-0.000542652,-0.00749267,-0.002625821,-0.001535761,0.004504505,0.006671771,0.008039983,0.035999138,-0.026009155,-0.018906217,-0.006641263,0.007672074,0.000435066,0.018047402,0.006834686,-0.022061943,0.015184382,0.009401709,-0.007514818,-0.007038498,-0.003651595,0.014659912,0.005630511,-0.008873864,0.002238329,-0.007869829,-0.001393504,-0.005259768,-0.01014352,0.008721247,0.020533881,-0.008895478,-0.003419169,-0.003645331,0.012805337,-0.002124947,-0.028641397,-0.012605503,-0.02464476,0.00842249,0.002708804,0.026114363,-0.017551558,-0.027914247,0.008959338,-0.058173953,-0.026109029,0.002854661,0.015965347,0.002070898,0.027595429,0.009582397,-0.047105695,0.021642892,-0.004935002,0.030240716,0.004344253,-0.007832593,-0.028042889,0.02473027,0.043298237,0.000340175,0.034686012,0.029907975,0.011062653,0.016412415,0.017285995,-0.019129019,-0.011825726,-0.019315557,-0.02226504,-0.000437924,0.005257393,-0.010241883,0.012989872,-0.012931971,0.011560057,0.008162821,-0.018892367,-0.025088028,0.006659142,-0.012669582,0.010901658,-0.026847899,0.021701489,-0.005423116,0.04373509,-0.017631694,0.008641702,0.003954306,0.001969365,-0.033740991,0.012204769,0.015518589,0.01616095,0.05669155,0.009009931,0.316286149,-0.022510022,-0.022949527,0.005004439,0.019998394,0.00503937,-0.026167346,0.00313757,0.002486166,0.00536,-0.000795735,-0.011308434,-0.012807088,0.003671671,0.0168279,0
UBER,,-0.107529468,0.077088949,0.033283283,0.041414386,-0.025348837,-0.007635409,-0.002163982,-0.006024096,-0.018909091,0.025698048,-0.013490725,-0.024664225,-0.003505258,0.015326633,0.020786934,0.036363636,0.052631579,-0.001777778,-0.016918967,-0.035099638,-0.003754987,-0.006595995,0.050746977,-0.024373731,0.012722646,0.001827318,0.022799818,-0.022291574,0.003191974,-0.020681818,0,-0.013692272,0.061882353,0.027697762,-0.045493747,-0.006098938,0.005227273,-0.015826362,-0.013324144,0.029103609,-0.011312217,0.006636156,0,0.012275517,-0.008982708,-0.011556764,0.002063274,-0.012125372,0.011811024,-0.007553216,0.009225092,-0.008226691,0.025806452,-0.014375562,-0.029398359,-0.010565861,-0.019696251,-0.022028565,-0.033415842,0.002560819,0.014048531,0.082367758,-0.067954387,-0.076154806,-0.014864865,-0.068312757,-0.021790342,0.060505719,-0.017598638,0.019647501,-0.010767923,-0.02606703,-0.016764706,-0.00358959,-0.006004203,-0.015705225,0.005216324,-0.005799756,-0.057414799,0.042019544,0.01625508,-0.019993848,0.011927181,0.03939206,0.014622501,0.002058824,-0.024068095,0.035488722,-0.004066221,-0.000874891,-0.012842966,-0.036073329,0.012269939,-0.051515152,0.012140575,-0.003472222,-0.040544821,0.005942555,-0.0433213,-0.005145798,0.024827586,-0.001682369,0.023592855,-0.035890682,-0.007172131,-0.006879945,0.043643921,0.032857617,0.028277635,-0.0040625,0.023533103,-0.017167382,-0.020274485,0.035657434,0.015985244,0.006959153,-0.017127404,0.015591562,-0.024081878,0.041024059,-0.066666667,-0.004126984,-0.009244501,-0.098455598,-0.038543897,0.016332591,-0.013513514,0.004813032,-0.016212233,0.000374532,-0.026956196,0.03078107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
V,,0.007035243,0.004877084,0.011346494,0.008171206,-0.003216261,-0.002387713,-0.005433728,0.013333333,-0.017522465,-0.000261318,0.014833693,-0.006954282,0.002917909,0.009827374,0.006850631,0.003306626,0.004309798,-0.005174808,6.34E-05,0.000634317,-0.001648177,0.006794082,-0.004414733,0.011275814,0.005011275,-0.001308901,0.001310616,-0.001745201,0.001498501,0.007855362,-0.00105159,-0.002910397,0.011861881,0.007487878,0.001705757,-0.009973849,-0.010258615,0.00571003,0.001481116,-0.012755731,0.003432994,-0.00590943,0.005631688,-0.021031672,0.018305473,0.016103864,0.012777198,-0.004731,-0.003778414,0.002385759,0.002319053,-0.016622017,0.006996471,0.006578947,-0.005986195,0.000184354,-0.008785942,-0.016921837,0.023518285,0.01885049,0.009250862,0.018751498,0.00452808,-0.002985599,0.007515707,-0.013054374,0.001830528,-0.000589414,-0.001651333,0.008329395,0.017868651,-0.001726718,0.00236393,-0.014782859,-0.001284447,0.000993803,0.013549028,0.002247191,0.007703806,0.0090712,-0.001187313,-0.002660478,0.008740564,0.008889889,0.007975015,-0.002268452,0.001330893,-0.006977903,-0.000892309,0.007703042,-0.007145627,0.007420219,0.001827546,0.013432836,-0.009491082,0.011564513,-0.002613098,-0.009169805,-0.019445822,0.006573034,-0.00976726,-0.048247097,0.021437878,0.016465677,0.02612366,-0.004724847,-0.015135437,0.012872859,-0.028553832,0.015906864,0.011119306,0.008472199,-0.002781796,0.00948449,-0.00469769,-0.026986507,0.013468013,0.004448449,0.001625743,0.013992276,-0.001931887,-0.008959186,0.014341518,0.016284315,0.005467439,-0.022558415,-0.028642247,-0.007768642,0.017144817,-0.003989212,-0.00654369,0.001930612,-0.0065741,0.003822237,-0.010797909,0.004883374,-0.002458407,0.004585053,0.002110908,-0.009393681,-0.011436782,0.013255043,-0.025589535,0.017900253,0.017990397,-0.006137061,-0.014179531,0.014267486,0,0.012465691,0.001694341,0.007837167,-0.004923077,0.000393546,-0.012532314,0.004097661,-0.031570595,0.002692263,0.028251226,0.009593551,0.011189204,-0.012288701,0.009120081,-0.002175732,0.011573298,-0.010943459,-0.014417435,0.002267959,0.009390734,0.003026397,0.003184891,0.001113958,-0.001835985,0.001895101,0.000111266,0
